contestId,index,name,type,tags,rating,points,solvedCount
1812,D,Trivial Conjecture,PROGRAMMING,"['*special', 'constructive algorithms', 'math', 'number theory']",,,4827
1812,C,Digits,PROGRAMMING,['*special'],,,1327
1812,B,Was it Rated?,PROGRAMMING,"['*special', '*special', '*special', 'brute force', 'implementation']",,,5972
1812,A,Are You a Robot?,PROGRAMMING,"['*special', '*special', '*special', 'expression parsing', 'strings']",,,14109
1663,H,Cross-Language Program,PROGRAMMING,"['*special', 'constructive algorithms']",,,1311
1663,G,Six Characters,PROGRAMMING,"['*special', 'constructive algorithms', 'strings']",,,217
1663,F,In Every Generation...,PROGRAMMING,"['*special', 'strings']",,,366
1663,E,Are You Safe?,PROGRAMMING,"['*special', 'implementation']",,,576
1663,D,Is it rated - 3,PROGRAMMING,"['*special', 'combinatorics', 'dp', 'math']",,,1465
1663,C,Pōja Verdon,PROGRAMMING,"['*special', 'implementation', 'math']",,,5821
1663,B,Mike's Sequence,PROGRAMMING,"['*special', 'divide and conquer', 'implementation', 'math']",,,3529
1663,A,Who Tested?,PROGRAMMING,"['*special', 'expression parsing', 'trees']",,,10799
1662,O,Circular Maze,PROGRAMMING,"['brute force', 'dfs and similar', 'graphs', 'implementation']",,,1543
1662,N,Drone Photo,PROGRAMMING,"['combinatorics', 'math', 'sortings']",,,884
1662,M,Bottle Arrangements,PROGRAMMING,['constructive algorithms'],,,3816
1662,L,Il Derby della Madonnina,PROGRAMMING,"['data structures', 'dp', 'math']",,,1235
1662,K,Pandemic Restrictions,PROGRAMMING,"['geometry', 'ternary search']",,,369
1662,J,Training Camp,PROGRAMMING,"['flows', 'graphs']",,,291
1662,I,Ice Cream Shop,PROGRAMMING,"['brute force', 'implementation', 'sortings']",,,2399
1662,H,Boundary,PROGRAMMING,"['brute force', 'math']",,,3305
1662,G,Gastronomic Event,PROGRAMMING,"['dp', 'greedy', 'trees']",,,521
1662,F,Antennas,PROGRAMMING,"['data structures', 'dfs and similar', 'graphs', 'graphs', 'implementation', 'implementation', 'shortest paths', 'shortest paths']",,,1174
1662,E,Round Table,PROGRAMMING,['math'],,,163
1662,D,Evolution of Weasels,PROGRAMMING,"['greedy', 'implementation', 'strings']",,,2073
1662,C,European Trip,PROGRAMMING,"['dp', 'graphs', 'math', 'matrices']",,,368
1662,B,Toys,PROGRAMMING,"['greedy', 'strings']",,,147
1662,A,Organizing SWERC,PROGRAMMING,"['brute force', 'implementation']",,,4741
1639,K,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,J,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,I,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,H,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,G,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,F,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,E,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,D,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,C,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,B,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1639,A,Treasure Hunt,PROGRAMMING,"['graphs', 'interactive']",,,0
1576,A,Communication Routing Challenge,PROGRAMMING,['*special'],,,0
1533,J,Pawns,PROGRAMMING,['*special'],,,52
1533,I,Excursions,PROGRAMMING,"['*special', 'constructive algorithms', 'dfs and similar', 'flows', 'graph matchings', 'graphs']",,,60
1533,H,Submatrices,PROGRAMMING,"['*special', 'bitmasks', 'data structures', 'dp']",,,91
1533,G,Biome Map,PROGRAMMING,"['*special', 'constructive algorithms', 'dfs and similar', 'graphs']",,,97
1533,F,Binary String Partition,PROGRAMMING,"['*special', 'binary search', 'greedy']",,,224
1533,E,Chess Team Forming,PROGRAMMING,"['*special', 'binary search', 'data structures', 'greedy']",,,285
1533,D,String Searching,PROGRAMMING,"['*special', 'hashing']",,,509
1533,C,Sweets,PROGRAMMING,"['*special', 'data structures', 'implementation']",,,483
1533,B,Nearest Point Function,PROGRAMMING,"['*special', 'implementation']",,,811
1533,A,Travel to Bertown,PROGRAMMING,"['*special', 'implementation', 'math']",,,1123
1532,F,Prefixes and Suffixes,PROGRAMMING,"['*special', 'strings']",,,219
1532,E,Good Array,PROGRAMMING,['*special'],,,391
1532,D,Teams Forming,PROGRAMMING,"['*special', 'sortings']",,,588
1532,C,Uniform String,PROGRAMMING,"['*special', 'implementation']",,,640
1532,B,Frog Jumping,PROGRAMMING,"['*special', 'math']",,,826
1532,A,A+B (Trial Problem),PROGRAMMING,['*special'],,,1148
1531,E3,Сортировка слиянием,PROGRAMMING,"['*special', 'binary search']",,,271
1531,E2,Сортировка слиянием,PROGRAMMING,"['*special', '*special', 'brute force']",,,339
1531,E1,Сортировка слиянием,PROGRAMMING,['*special'],,,359
1531,D,Редактируем Зингер | color,PROGRAMMING,"['*special', '*special']",,,356
1531,C,Симметричный амфитеатр,PROGRAMMING,"['*special', 'constructive algorithms', 'dp']",,,656
1531,B2,Мониторинг,PROGRAMMING,['*special'],,,777
1531,B1,Мониторинг,PROGRAMMING,"['*special', '*special']",,,1136
1531,A,Зингер | color,PROGRAMMING,"['*special', 'implementation']",,,1462
1357,E2,Root of quantum Fourier transform,PROGRAMMING,['*special'],,,53
1357,E1,Power of quantum Fourier transform,PROGRAMMING,['*special'],,,195
1357,D5,Quantum Classification - Dataset 7,PROGRAMMING,['*special'],,,83
1357,D4,Quantum Classification - Dataset 6,PROGRAMMING,['*special'],,,86
1357,D3,Quantum Classification - Dataset 5,PROGRAMMING,['*special'],,,106
1357,D2,Quantum Classification - Dataset 4,PROGRAMMING,['*special'],,,113
1357,D1,Quantum Classification - Dataset 3,PROGRAMMING,['*special'],,,126
1357,C2,Prepare superposition of basis states with the same parity,PROGRAMMING,['*special'],,,306
1357,C1,Prepare superposition of basis states with 0s,PROGRAMMING,['*special'],,,350
1357,B2,"""Is the number divisible by 3?"" oracle",PROGRAMMING,['*special'],,,216
1357,B1,"""Is the bit string balanced?"" oracle",PROGRAMMING,['*special'],,,216
1357,A7,"Distinguish Y, XZ, -Y and -XZ",PROGRAMMING,['*special'],,,185
1357,A6,Distinguish four Pauli gates,PROGRAMMING,['*special'],,,170
1357,A5,Distinguish Rz(θ) from Ry(θ),PROGRAMMING,['*special'],,,243
1357,A4,Distinguish Rz from R1,PROGRAMMING,['*special'],,,354
1357,A3,Distinguish H from X,PROGRAMMING,['*special'],,,481
1357,A2,"Distinguish I, CNOTs and SWAP",PROGRAMMING,['*special'],,,513
1357,A1,Figure out direction of CNOT,PROGRAMMING,['*special'],,,634
1356,D2,Quantum Classification - 2,PROGRAMMING,['*special'],,,129
1356,D1,Quantum Classification - 1,PROGRAMMING,['*special'],,,138
1356,C,Prepare state |01⟩ + |10⟩ + |11⟩,PROGRAMMING,['*special'],,,305
1356,B2,Decrement,PROGRAMMING,['*special'],,,286
1356,B1,Increment,PROGRAMMING,['*special'],,,285
1356,A5,Distinguish Z from -Z,PROGRAMMING,['*special'],,,334
1356,A4,Distinguish I ⊗ X from CNOT,PROGRAMMING,['*special'],,,461
1356,A3,Distinguish Z from S,PROGRAMMING,['*special'],,,463
1356,A2,Distinguish I from Z,PROGRAMMING,['*special'],,,490
1356,A1,Distinguish I from X,PROGRAMMING,['*special'],,,605
1331,H,It's showtime,PROGRAMMING,['*special'],,,642
1331,G,Lingua Romana,PROGRAMMING,['*special'],,,526
1331,F,Elementary!,PROGRAMMING,"['*special', 'brute force', 'dp', 'strings']",,,591
1331,E,Jordan Smiley,PROGRAMMING,"['*special', 'dfs and similar', 'geometry', 'implementation']",,,1231
1331,D,Again?,PROGRAMMING,"['*special', 'implementation']",,,12051
1331,C,...And after happily lived ever they,PROGRAMMING,"['*special', 'bitmasks']",,,3199
1331,B,Limericks,PROGRAMMING,"['*special', 'math', 'number theory']",,,7100
1331,A,Is it rated?,PROGRAMMING,['*special'],,,17385
1302,J,Keep talking and nobody explodes -- hard,PROGRAMMING,[],,,10
1302,I,Deja vu,PROGRAMMING,[],,,6
1302,H,Who needs suffix structures?,PROGRAMMING,[],,,10
1302,G,Keep talking and nobody explodes -- medium,PROGRAMMING,[],,,23
1302,F,Keep talking and nobody explodes -- easy,PROGRAMMING,"['bitmasks', 'brute force', 'expression parsing']",,,75
1302,E,Amazing bitset,PROGRAMMING,[],,,51
1302,D,Dijkstra,PROGRAMMING,[],,,97
1302,C,Segment tree or Fenwick?,PROGRAMMING,['data structures'],,,383
1302,B,DAG,PROGRAMMING,['constructive algorithms'],,,149
1302,A,Nash equilibrium,PROGRAMMING,[],,,299
1297,I,Falling Blocks,PROGRAMMING,"['*special', 'data structures']",,,36
1297,H,Paint the String,PROGRAMMING,"['*special', 'dp', 'strings']",,,52
1297,G,M-numbers,PROGRAMMING,"['*special', 'dp', 'math']",,,77
1297,F,Movie Fan,PROGRAMMING,"['*special', 'data structures', 'greedy', 'implementation', 'sortings']",,,125
1297,E,Modernization of Treeland,PROGRAMMING,"['*special', 'dfs and similar', 'trees']",,,214
1297,D,Bonus Distribution ,PROGRAMMING,"['*special', 'binary search', 'greedy', 'sortings']",,,271
1297,C,Dream Team,PROGRAMMING,"['*special', 'greedy']",,,410
1297,B,Cartoons,PROGRAMMING,"['*special', 'implementation', 'sortings']",,,424
1297,A,Likes Display,PROGRAMMING,"['*special', 'implementation']",,,953
1275,F,Шардирование постов,PROGRAMMING,"['*special', 'binary search', 'interactive']",,3000.0,92
1275,E3,Контрольная сумма,PROGRAMMING,['*special'],,1000.0,57
1275,E2,Контрольная сумма,PROGRAMMING,['*special'],,1000.0,131
1275,E1,Контрольная сумма,PROGRAMMING,['*special'],,1000.0,256
1275,D,Storage2,PROGRAMMING,['*special'],,2000.0,422
1275,C,#define Задача B ...,PROGRAMMING,['*special'],,1000.0,683
1275,B,Code Review,PROGRAMMING,['*special'],,250.0,826
1275,A,Скрытый друг,PROGRAMMING,['*special'],,250.0,889
1193,C,Scissors and Tape,PROGRAMMING,"['*special', 'constructive algorithms', 'geometry']",,,47
1193,B,Magic Tree,PROGRAMMING,"['*special', 'data structures', 'dp', 'trees']",,,493
1193,A,Amusement Park,PROGRAMMING,"['*special', 'dp', 'math']",,,370
1192,C,Cubeword,PROGRAMMING,"['*special', 'brute force', 'dp', 'meet-in-the-middle']",,,342
1192,B,Dynamic Diameter,PROGRAMMING,"['*special', 'data structures', 'dfs and similar', 'divide and conquer', 'trees']",,,1469
1192,A,Building Skyscrapers,PROGRAMMING,['*special'],,,79
1170,I,Good Subsets,PROGRAMMING,"['*special', 'dp']",,,47
1170,H,Longest Saw,PROGRAMMING,"['*special', 'constructive algorithms']",,,56
1170,G,Graph Decomposition,PROGRAMMING,"['*special', 'graphs']",,,84
1170,F,Wheels,PROGRAMMING,"['*special', 'binary search', 'greedy']",,,134
1170,E,Sliding Doors,PROGRAMMING,"['*special', 'binary search']",,,271
1170,D,Decoding of Integer Sequences,PROGRAMMING,"['*special', 'data structures', 'implementation']",,,497
1170,C,Minus and Minus Give Plus,PROGRAMMING,"['*special', 'implementation', 'strings']",,,819
1170,B,Bad Days,PROGRAMMING,"['*special', 'implementation']",,,1137
1170,A,Three Integers Again,PROGRAMMING,"['*special', 'math']",,,1535
1160,A2,Collaboration,PROGRAMMING,['*special'],,,0
1145,G,AI Takeover,PROGRAMMING,"['*special', 'interactive']",,,182
1145,F,Neat Words,PROGRAMMING,['*special'],,,529
1145,E,Fourier Doodles,PROGRAMMING,[],,,438
1145,D,Pigeon d'Or,PROGRAMMING,"['*special', 'implementation']",,,1181
1145,C,Mystery Circuit,PROGRAMMING,"['bitmasks', 'brute force']",,,822
1145,B,Kanban Numbers,PROGRAMMING,"['*special', 'brute force']",,,1489
1145,A,Thanos Sort,PROGRAMMING,['implementation'],,,9079
1116,D6,Hessenberg matrix,PROGRAMMING,['*special'],,,81
1116,D5,Creeper,PROGRAMMING,['*special'],,,152
1116,D4,TIE fighter,PROGRAMMING,['*special'],,,171
1116,D3,X-wing fighter,PROGRAMMING,['*special'],,,206
1116,D2,Pattern of increasing blocks,PROGRAMMING,['*special'],,,235
1116,D1,Block diagonal matrix,PROGRAMMING,['*special'],,,277
1116,C3,``Is the number of ones divisible by 3?'' oracle,PROGRAMMING,['*special'],,,186
1116,C2,``Is the bit string periodic?'' oracle,PROGRAMMING,['*special'],,,188
1116,C1,Alternating bits oracle,PROGRAMMING,['*special'],,,266
1116,B2,"Not A, not B or not C?",PROGRAMMING,['*special'],,,61
1116,B1,Distinguish three-qubit states,PROGRAMMING,['*special'],,,135
1116,A2,Generate equal superposition of four basis states,PROGRAMMING,['*special'],,,183
1116,A1,Generate state |00⟩ + |01⟩ + |10⟩,PROGRAMMING,['*special'],,,326
399,B,Red and Blue Balls,PROGRAMMING,[],,1000.0,1864
399,A,Pages,PROGRAMMING,['implementation'],,500.0,4182
398,E,Sorting Permutations,PROGRAMMING,[],,2500.0,106
398,D,Instant Messanger,PROGRAMMING,['data structures'],,2000.0,1162
398,C,Tree and Array,PROGRAMMING,['constructive algorithms'],,1500.0,218
398,B,Painting The Wall,PROGRAMMING,"['dp', 'probabilities']",,1000.0,1136
398,A,Cards,PROGRAMMING,"['constructive algorithms', 'implementation']",,500.0,940
397,B,On Corruption and Numbers,PROGRAMMING,"['constructive algorithms', 'implementation', 'math']",,1000.0,789
397,A,On Segment's Own Points,PROGRAMMING,['implementation'],,500.0,2679
396,E,On Iteration of One Well-Known Function,PROGRAMMING,['math'],,2500.0,160
396,D,On Sum of Number of Inversions in Permutations,PROGRAMMING,"['combinatorics', 'math']",,2000.0,454
396,C,On Changing Tree,PROGRAMMING,"['data structures', 'graphs', 'trees']",,1500.0,1716
396,B,On Sum of Fractions,PROGRAMMING,"['math', 'number theory']",,1000.0,1167
396,A,On Number of Decompositions into Multipliers,PROGRAMMING,"['combinatorics', 'math', 'number theory']",,500.0,1565
394,E,Lightbulb for Minister,PROGRAMMING,['geometry'],,2500.0,125
394,D,Physical Education and Buns,PROGRAMMING,"['brute force', 'implementation', 'math']",,2000.0,284
394,C,Dominoes,PROGRAMMING,"['constructive algorithms', 'greedy']",,1500.0,533
394,B,Very Beautiful Number,PROGRAMMING,['math'],,1000.0,594
394,A,Counting Sticks,PROGRAMMING,"['brute force', 'implementation']",,500.0,2716
393,B,Three matrices,PROGRAMMING,[],,1000.0,2044
393,A,Nineteen,PROGRAMMING,[],,500.0,6893
392,E,Deleting Substrings,PROGRAMMING,[],,2500.0,181
392,D,Three Arrays,PROGRAMMING,['data structures'],,2000.0,231
392,C,Yet Another Number Sequence,PROGRAMMING,"['combinatorics', 'math', 'matrices']",,1500.0,631
392,B,Tower of Hanoi,PROGRAMMING,['dp'],,1000.0,1002
392,A,Blocked Points,PROGRAMMING,['math'],,500.0,988
391,F3,Stock Trading,PROGRAMMING,[],,10.0,110
391,F2,Stock Trading,PROGRAMMING,['greedy'],,15.0,112
391,F1,Stock Trading,PROGRAMMING,['dp'],,8.0,206
391,E2,Three Trees,PROGRAMMING,[],,13.0,179
391,E1,Three Trees,PROGRAMMING,[],,11.0,128
391,D2,Supercollider,PROGRAMMING,['data structures'],,16.0,202
391,D1,Supercollider,PROGRAMMING,['brute force'],,3.0,225
391,C3,The Tournament,PROGRAMMING,[],,8.0,172
391,C2,The Tournament,PROGRAMMING,['greedy'],,4.0,139
391,C1,The Tournament,PROGRAMMING,['brute force'],,4.0,192
391,B,Word Folding,PROGRAMMING,['brute force'],,5.0,409
391,A,Genetic Engineering,PROGRAMMING,"['implementation', 'two pointers']",,3.0,1768
390,E,Inna and Large Sweet Matrix,PROGRAMMING,[],,2500.0,264
390,D,Inna and Sweet Matrix,PROGRAMMING,['constructive algorithms'],,2000.0,527
390,C,Inna and Candy Boxes,PROGRAMMING,['data structures'],,1500.0,641
390,B,"Inna, Dima and Song",PROGRAMMING,['implementation'],,1000.0,1196
390,A,Inna and Alarm Clock,PROGRAMMING,['implementation'],,500.0,3679
